id,song_name,artist,song_popularity,decade,genre,points,created_at,updated_at
247,The Pretender,Foo Fighters,1,00s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
248,Vox Humana,Kenny Loggins,1,80s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
249,Frontbeast,Destruction,0,10s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
250,Yo Pe - Remix,Innoss'B,0,10s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
251,I Can't Tell You Why,Brownstone,1,90s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
252,Tracks Of My Tears,Aretha Franklin,1,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
253,Whatta Man,Salt-N-Pepa Featuring En Vogue,1,90s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
254,"La guerra, la pace 2",Ennio Morricone,0,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
255,Padam padam,Édith Piaf,0,80s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
256,I'd Lie For You (And That's The Truth),Meat Loaf,1,90s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
257,Welcome To My Life,Simple Plan,1,00s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
258,Army of the Night,Powerwolf,0,10s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
259,Brictom,Eluveitie,0,00s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
260,No Such Thing As A Broken Heart,Old Dominion,1,10s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
261,Freedom,The Isley Brothers,1,70s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
262,Metal Liquor,GONZO,0,10s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
263,There's Got To Be A Word!,The Innocence,1,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
264,Blaze Of Glory,Kenny Rogers,1,80s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
265,Heart,Kenny Chandler,1,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
266,White Flag,Dido,1,00s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
267,Boodle AM Shake,John Fahey,0,70s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
268,Pop Music - Early Version,R. Stevie Moore,0,70s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
269,"Come On, Let's Go",Los Lobos,1,80s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
270,Joe Kirby Blues - Instrumental,John Fahey,0,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
271,Sugar Hill,AZ,1,90s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
272,Money,KMFDM,0,90s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
273,Somewhere Only We Know,Keane,1,00s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
274,Police Dog Blues,Ry Cooder,0,70s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
275,"Well, Do They?",Crass,0,70s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
276,Blue Skies,Les Brown & His Band Of Renown,0,80s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
277,Teddy Bear,G-Wiz,1,90s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
278,A partir de mañana,Alberto Cortez,0,70s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
279,Moiré - Piano & Organ,Jan Jelinek,0,00s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
280,Haunted House,Jumpin' Gene Simmons,1,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
281,Christmas Dream,Perry Como,1,70s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
282,Authority Stealing (Part 1 & 2),Fela Kuti,0,80s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
283,Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",1,10s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
284,In the Swing,Alan Moorhouse,0,70s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
285,Big Log,Robert Plant,1,80s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
286,Se...,Djavan,0,90s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
287,Ain't That Just The Way,Lutricia McNeal,1,90s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
288,Thanks Again,Ricky Skaggs,0,80s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
289,Chica Alborotada,Los Gibson Boys,0,90s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
290,Swinging Con Noro,Noro Morales,0,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
291,Happily Ever After,Shoko Nakagawa,0,00s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
292,Garantia,El Gran Combo De Puerto Rico,0,90s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
293,Nothin' Better To Do,LeAnn Rimes,1,00s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
294,Grandpa (Tell Me 'Bout The Good Old Days),Danielle Bradbery,1,10s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
295,Lowdown,Chicago,1,70s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
296,Nevergreen,Emancipator,0,10s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
297,Cadillac Cowboy - Saddle Boogie Version,Chris LeDoux,0,90s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
298,Amanda's Train,Piero Piccioni,0,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
299,Out Here Grindin,"DJ Khaled Feat. Akon, Plies, Young Jeezy, Rick Ross, Ace Hood, Trick Daddy & Lil' Boosie",1,00s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
300,Windy,Lalu,0,00s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
301,"Akhnaten: Act I, Scene 1: Funeral of Amenhotep III",Philip Glass,0,80s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
302,Fishin' With Gramps,George Gruntz Concert Jazz Band,0,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
303,Pinetop Boogie woogie,Pinetop Perkins,0,70s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
304,Burnin' Sky,Bad Company,1,70s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
305,Beachin',Jake Owen,1,10s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
306,Volcano,Jimmy Buffett,1,70s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
307,Soul Kiss,Olivia Newton-John,1,80s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
308,Son-Of-A Preacher Man,Dusty Springfield,1,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
309,Fantasma De Canterville,León Gieco,0,70s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
310,One Man Band (Plays All Alone),Ronnie Dyson,1,70s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
311,A Groovy Kind Of Love,The Mindbenders,1,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
312,Stop and Say You Love Me,Evans Blue,0,00s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
313,Holy Diver,Killswitch Engage,0,00s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
314,Aviéntame,Los Invasores De Nuevo León,0,80s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
315,Just Let Go,Sturgill Simpson,0,10s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
316,Can't You Hear Me Callin',Ricky Skaggs,0,80s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
317,Cheap Thrills,Frank Zappa,0,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
318,I'll Remember Carol,Tommy Boyce,1,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
319,Please Come Home For Christmas,Charles Brown,1,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
320,Everybody Loves My Baby,Brigitte Bardot,0,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
321,Holyanna,Toto,1,80s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
322,In The End,Anime,0,10s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
323,Good Enough,Sarah McLachlan,1,90s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
324,The Celtic Soul Brothers,Dexys Midnight Runners,1,80s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
325,"This Ain't A Scene, It's An Arms Race",Fall Out Boy,1,00s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
326,Lost Love,H.B. Barnum,1,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
327,What Now,Gene Chandler,1,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
328,Monachine can can 1,Ennio Morricone,0,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
329,Man Of The Woods,Justin Timberlake,1,10s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
330,Lonesome XOXO,Led Er Est,0,10s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
331,Seeker Divine,Hagalaz' Runedance,0,00s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
332,Frontbeast,Destruction,0,10s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
333,No Mercy,Ty Herndon,1,00s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
334,"Lonely Boy, Lonely Guitar",Duane Eddy,1,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
335,Rock por la Vida,Miguel Cantilo,0,80s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
336,Woody Woodpecker - Live,Chuck Brown and the Soul Searchers,0,80s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
337,Heat Of The Night,Bryan Adams,1,80s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
338,Love And Emotion,Stevie B,1,90s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
339,My Little Red Book,Sky Saxon,0,00s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
340,Reelin' & Rockin',Chuck Berry,1,70s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
341,You Know You Like It,DJ Snake & AlunaGeorge,1,10s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
342,Feel No Ways,Drake,1,10s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
343,Let's All Sing Together,Glenn Miller Orchestra,0,80s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
344,How Can We Be Lovers,Michael Bolton,1,90s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
345,Full Metal Jacket,Yellowman,0,10s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
346,Deep Scars,3D Stas,0,10s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
347,Brave,Sara Bareilles,1,10s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
348,La découverte - Part 1,Éric Serra,0,80s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
349,Reject of Society,Crass,0,70s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
350,The Only Way I Know,Jason Aldean With Luke Bryan & Eric Church,1,10s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
351,Goblin King,GOBLIN KING,0,10s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
352,All This Time,Tiffany,1,80s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
353,Afternoon in Paris,Sonny Rollins,0,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
354,El Parchado,Vicente Fernández,0,70s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
355,Cradle Of Love,Johnny Preston,1,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
356,Girl Crush,Little Big Town,1,10s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
357,Left 4 Dead,Papercut Massacre,0,00s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
358,"(you're So Square) Baby, I Don't Care",Joni Mitchell,1,80s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
359,Birmingham,Amanda Marshall,1,90s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
360,I Turned You On,The Isley Brothers,1,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
361,More,Trace Adkins,1,00s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
362,Canto de Ossanha,Toquinho,0,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
363,Mulholland Drive,Bryan Savage,0,90s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
364,Lazy Elsie Molly,Chubby Checker,1,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
365,I Don't Care (Just As Long As You Love Me),Buck Owens,1,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
366,Chandelier,PVRIS,0,10s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
367,"Two Studies, Op. 39: Folk Tune",Eugene Goossens,0,90s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
368,If You Need Me,Solomon Burke,1,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
369,It's So Nice,Jackie DeShannon,1,70s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
370,Baby-Baby-Baby,TLC,1,90s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
371,My Own Way To Rock,Burton Cummings,1,70s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
372,Little Marie,Chuck Berry,1,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
373,Minimum Love,Mac McAnally,1,80s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
374,Ships On The Ocean,Junior Wells,0,90s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
375,La Hechicera,Bronco,0,80s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
376,Rose Night,Claude Bolling,0,70s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
377,It's Not Unusual,Glee Cast,1,10s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
378,The Face I Love,Marcos Valle,0,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
379,Blues Never Die,Koko Taylor,0,70s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
380,Calle Luna Calle Sol,Willie Colón,0,70s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
381,Roar,Katy Perry,1,10s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
382,Single White Female,Chely Wright,1,90s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
383,Mi Destino,Allison,0,00s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
384,Leaving Here,Eddie Holland,1,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
385,That's Just Jessie,Kevin Denney,1,00s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
386,I Don't Need No Doctor,New Riders Of The Purple Sage,1,70s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
387,Find My Way Back Home,The Nashville Teens,1,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
388,Volcano,Jimmy Buffett,1,80s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
389,Take The Time,Michael Stanley Band,1,80s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
390,Revolution Rock,Los Fabulosos Cadillacs,0,90s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
391,When We Stand Together,Nickelback,1,10s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
392,Vagabundo não é fácil,Novos Baianos,0,70s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
393,Brave Captain,fIREHOSE,0,80s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
394,Firecracker,Josh Turner,1,00s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
395,She Says Good Morning,The Pretty Things,0,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
396,Just A Little Bit Longer,Maxi Priest,1,90s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
397,I Can't Hear You,Betty Everett,1,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
398,Sri Ramachandra,Chithra Ramakrishnan,0,00s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
399,Trigger Hippie,Morcheeba,0,90s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
400,"I'm Comin' Home, Cindy",Trini Lopez,1,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
401,Crawl Space,Art Farmer,0,70s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
402,Ojitos Traidores,Javier Solís,0,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
403,Heart Attack,Demi Lovato,1,10s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
404,Livin' La Vida Loca,Ricky Martin,1,90s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
405,Love Crazy,Atlantic Starr,1,90s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
406,Heimweh,Ton Steine Scherben,0,80s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
407,El Adios A La Vida,Vicente Fernández,0,70s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
408,Cuatro Carreras,Ramon Ayala Y Sus Bravos Del Norte,0,70s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
409,"Oh, Margarethe - Remastered",Westernhagen,0,70s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
410,The Race Is On,Jack Jones,1,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
411,Heart Of Gold,Neil Young,1,70s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
412,De Markiezin,Elly Nieman,0,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
413,Twin Guitar Boogie,Bob Wills & His Texas Playboys,0,90s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
414,Get Her Back,Robin Thicke,1,10s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
415,Thought I'd Died And Gone To Heaven,Bryan Adams,1,90s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
416,The Mud Man,Mattias IA Eklundh,0,90s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
417,Pachchadanamey,Hariharan,0,00s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
418,Twerk,City Girls Featuring Cardi B,1,10s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
419,Show Me Love,Robyn,1,90s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
420,Never Wanted Nothing More,Kenny Chesney,1,00s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
421,Re:member,FLOW,0,00s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
422,Empty Bed Blues,Jazz Band Ball Orchestra,0,70s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
423,Lovin' Every Minute Of It,Loverboy,1,80s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
424,This Kiss,Faith Hill,1,90s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
425,11 Fornstora hjältar,Karolinerna,0,00s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
426,I'm A Stranger Here,Five Man Electrical Band,1,70s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
427,Hail Article Don,Gregory Isaacs,0,70s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
428,Pansy Waltz,Shakey Graves,0,10s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
429,Laguna Nueva,Aries Vigoth,0,80s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
430,The Chicken Cow,Wesley Willis,0,90s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
431,Turn Off The Light,Nelly Furtado,1,00s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
432,Quando Vem A Manhã (Una Manana),Leno e Lilian,0,70s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
433,Too Experienced,Eddie Lovette,1,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
434,I'm On Fire,Guana Batz,0,80s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
435,Enjoy Yourself,The Jacksons,1,70s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
436,We Are Young,fun. Featuring Janelle Monae,1,10s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
437,Do-Wacka-Do,Roger Miller,1,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
438,Forever,The Marvelettes,1,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
439,Due Torri,Mal Waldron,0,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
440,I Don't Believe,Ramallah,0,10s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
441,If I Get Lucky,J.B. Lenoir,0,70s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
442,Sunday,Stan Getz,0,80s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
443,Demain jazz,Les Nubians,0,90s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
444,Camino de Guanajuato,José Alfredo Jimenez,0,70s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
445,7 -Seven-,FLOW,0,00s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
446,Nothing's Gonna Stop Us Now,Starship,1,80s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
447,Rock Me In The Cradle Of Love,Dee Dee Sharp,1,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
448,The Girl I Knew Somewhere,The Monkees,1,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
449,24/7,Dino,1,80s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
450,Bring It On Home,Lou Rawls,1,70s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
451,Vasen - Folk Aesthetic Version,Tenhi,0,00s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
452,God In Me,"Mary Mary Featuring Kierra """"KiKi"""" Sheard",1,00s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
453,When I See You Dance With Another,Royal Republic,0,10s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
454,Maria Tristeza,Gilberto Gil,0,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
455,Despedida De Amargar,Marinês E Sua Gente,0,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
456,Llegó Borracho el Borracho,José Alfredo Jimenez,0,70s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
457,Álom Rock And Roll,Szandi,0,00s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
458,Spoiler - Original Mix,Hyper,0,10s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
459,Ocean Avenue,Yellowcard,1,00s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
460,The Wicked Sun,Vices I Admire,0,10s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
461,Sitting On Top Of The World,Hubert Sumlin,0,80s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
462,Tragedy,The Fleetwoods,1,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
463,Feel Like A Number,Bob Seger & The Silver Bullet Band,1,80s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
464,Então Você Vai Sorrir (Mr. Diengly Sad),Leño,0,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
465,Let's Not Chat About Despair,Diamanda Galás,0,80s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
466,Farther On Down The Road,Joe Simon,1,70s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
467,Arc Of A Diver,Steve Winwood,1,80s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
468,I May Hate Myself In The Morning,Lee Ann Womack,1,00s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
469,La - La - Means I Love You,The Delfonics,1,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
470,Come With Me,Shai,1,90s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
471,Your Old Stand By,Mary Wells,1,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
472,Don't Get Me Wrong,Pretenders,1,80s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
473,Whataya Want From Me,Adam Lambert,1,10s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
474,Wonderful,Everclear,1,00s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
475,How You Remind Me,Nickelback,1,00s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
476,Make Me Forget,Bobby Rydell,1,60s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
477,Me Love,Sean Kingston,1,00s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
478,El Privilegio De Amar,Mijares,0,90s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
479,Serotonin,In Her Own Words,0,10s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
480,No One Knows,Queens of the Stone Age,0,00s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
481,"Gypsys, Tramps & Thieves",Cher,1,70s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
482,Was It a Morning Like This,Sandi Patty,0,80s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
483,Vaadi Pulla Vaadi,Hiphop Tamizha,0,10s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
484,Never Going Back Again,Glee Cast,1,10s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
485,Walk On The Ocean,Toad The Wet Sprocket,1,90s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
486,"The More You Ignore Me, The Closer I Get",Morrissey,1,90s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
487,Hip Hop,G Sidhu,0,10s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
488,Dream a Little Dream of Me,Diana Krall,0,10s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
489,Let's Wait Awhile,Janet Jackson,1,80s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
490,Freedom Blues,Little Richard,1,70s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
491,Free,Chicago,1,70s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
492,Enu Saadhane Maadi Krishnana,Kadri Gopalnath,0,00s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
493,Cançó Brindis,Esquirols,0,70s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
494,U With Me?,Drake,1,10s,edm,0,2023-02-04 15:51:34,2023-02-04 15:51:34
